"urlDrugName","rating","effectiveness","sideEffects","condition","benefitsReview","sideEffectsReview","sideEffectsNumber","effectivenessNumber","weightedRating","ratingLabel","sideEffectsInverse","benefits_preprocesado","effects_preprocesado"
"emsam",9,"Considerably Effective","No Side Effects","depression","More energy, clearer mind, no depression.","Sleeping was impossible for the first few weeks, but faded in time.",1,4,8,1,5,"energi clearer mind depress","sleep imposs first week fade time"
"vyvanse",10,"Highly Effective","No Side Effects","adhd","Sustained focus, improvement in attention span and greater achievement of daily tasks.  Easy to take, just one pill a day!","I had no side effects with this drug!  I loved it.",1,5,10,1,5,"sustain focus improv attent span greater achiev daili task easi take just one pill day","side effect drug love"
"flexeril",8,"Considerably Effective","Mild Side Effects","migaine/tension headches","Well, I started on Flexeril about five days to a week ago. I felt a calm feeling and also it kind of helped my anxiety. It helped my headches a lot.","I did have one side effects that was annoying: restless legs. It made me a little drowsy.",2,4,8,1,4,"well start flexeril five day week ago felt calm feel also kind help anxieti help headch lot","one side effect annoy restless leg made littl drowsi"
"anafranil",9,"Considerably Effective","Mild Side Effects","ocd","decreased anxiety","constipation and dry mouth",2,4,8,1,4,"decreas anxieti","constip dri mouth"
"ambien",1,"Ineffective","Severe Side Effects","not sleeping","there were no treatment benefits only bad side effects such as terrible nightmares, hyperventilating","see above, terrible nightmares, hyperventilation upon waking from the nightmares",4,1,2,0,2,"treatment benefit bad side effect terribl nightmar hyperventil","see terribl nightmar hyperventil upon wake nightmar"
"alprazolam",10,"Highly Effective","No Side Effects","panic disorder","Control of Panic Attacks that interrupted daily activity. Treatment of sudden increased anxiety, tachycardia, shortness of breathe, due to stress, general anxiety disorder.","None",1,5,10,1,5,"control panic attack interrupt daili activ treatment sudden increas anxieti tachycardia short breath due stress general anxieti disord","none"
"vivelle-dot",10,"Highly Effective","No Side Effects","hormone replacement","I began using Vivelle patches shortly after my hysterectomy five and one-half years ago. I have more stability in my moods w/ better emotional control. I have fewer episodes of irritability and feel more calm and collected. I don't experience any of the physical symptoms of menopause like, hot flashes.","I had absolutely no side effects from the HRT.  I feel wonderful.  I would like to use HRT forever.",1,5,10,1,5,"began use vivell patch short hysterectomi five onehalf year ago stabil mood w better emot control fewer episod irrit feel calm collect dont experi physic symptom menopaus like hot flash","absolut side effect hrt feel wonder like use hrt forev"
"climara",10,"Highly Effective","Mild Side Effects","menopausal","Climara patch almost completely stopped the severe hot flashes and severe vaginal dryness. It also has improved skin tone and elasticity, moderated mood, improved sleep (by decreasing hot flash frequency). The side-effect of pain in liver area from estradiol by mouth has gone away using a dermal patch.","The only side effect from the Climara is mild itching after removing the patch. Another side effect is actually produced by the progesterone I have to take to balance the estrogen, and that is an aggravation of my IBS - abdominal pain, gas, bloating. So I take the progesterone only 7 days/month now and the side effects are minimal.",2,5,10,1,4,"climara patch almost complet stop sever hot flash sever vagin dryness also improv skin tone elast moder mood improv sleep decreas hot flash frequenc sideeffect pain liver area estradiol mouth gone away use dermal patch","side effect climara mild itch remov patch anoth side effect actual produc progesteron take balanc estrogen aggrav ib abdomin pain gas bloat take progesteron 7 daysmonth now side effect minim"
"botox",9,"Highly Effective","Mild Side Effects","facial lines","General anti aging effects on the face. Decrease in current facial lines and wrinkles and prevention of formation of new lines and wrinkles.","Slight bruising,could affect facial expression if overused creating a ""frozen"" expressionless upper face.",2,5,10,1,4,"general anti age effect face decreas current facial line wrinkl prevent format new line wrinkl","slight bruisingcould affect facial express overus creat frozen expressionless upper face"
"neurontin",8,"Considerably Effective","Moderate Side Effects","depression","Neurontin coupled with a stimulant such as caffeine gave me a warm sense of well being and evenness.  However, the drug acted merely as a Novocaine to numb my depression and did nothing to help correct my brain chemistry.  That said, it was an effective enough band-aid that I suffered the sexual side effects in order to take it as prescribed.","Sexual side effects included inability to achieve a full erection (when summoned) and inability to orgasm/ejaculate.





Softening of the stool- this problem lessened when I switched from tablets to capsules.





Memory problems and difficulty speaking.",3,4,8,1,3,"neurontin coupl stimul caffein gave warm sens well even howev drug act mere novocain numb depress noth help correct brain chemistri said effect enough bandaid suffer sexual side effect order take prescrib","sexual side effect includ inabl achiev full erect summon inabl orgasmejacul soften stool problem lessen switch tablet capsul memori problem difficulti speak"
"evista",9,"Moderately Effective","Severe Side Effects","atypical breast biopsy","It is supposed to lower the risk of breast cancer.  There was another abnormal mammogram & biopsy two years after starting it, but the biopsy was less abnormal. So no cancer is a benefit. There was NO improvement in bone density.","Major hip joint stiffness. fingernails thinned & developed longitudinal ridges, thinned hair & thinned eyelashes, dry skin, loss of naturally curly hair",4,3,6,1,2,"suppos lower risk breast cancer anoth abnorm mammogram biopsi two year start biopsi less abnorm cancer benefit improv bone densiti","major hip joint stiff fingernail thin develop longitudin ridg thin hair thin eyelash dri skin loss natur cur hair"
"chantix",8,"Considerably Effective","Moderate Side Effects","smoking ceasation","initially made it easier physically to stop smoking however still craving but know that smoking will not give me the same feeling or be as enjoyable due to the blocking of the nicotine receptors being blocked by the drug, so have not smoked.","Full dose made me extremely nasious so am only taking 1 mg at night.  Also, constipation.",3,4,8,1,3,"initi made easier physic stop smoke howev still crave know smoke will give feel enjoy due block nicotin receptor block drug smoke","full dose made extrem nasious take 1 mg night also constip"
"femhrt",5,"Moderately Effective","Moderate Side Effects","menopause","reduced hot flashes; reduced heart palpitations","mood swings; not enough estrogen",3,3,6,1,3,"reduc hot flash reduc heart palpit","mood swing enough estrogen"
"requip",8,"Considerably Effective","No Side Effects","restless leg syndrome","I took this medication to treat restless leg syndrome and it was very effective. It made me drowsy at first, but once I took it for a few weeks, it just made my legs stay still so I could sleep.  I was told it is the same medication prescribed for parkinsons patients, but at a much lower dose.  I did need to take a but more as time went on, but it was still effective.  Unfortunately, I had to stop taking it when I got pregnant, since it is a category c medication.","I did need to take more as time went on, and I experienced augmentation of the restless leg syndrome.  The symtpoms would begin earlier in the evening and I would try to take the medication sooner, because if I did not take it before the symptoms set in, it was much less effective and would take longer to work.  That was really the only unfortunate effect of the medication.",1,4,8,1,5,"took medic treat restless leg syndrom effect made drowsi first took week just made leg stay still sleep told medic prescrib parkinson patient much lower dose need take time went still effect unfortun stop take got pregnant sinc categori c medic","need take time went experienc augment restless leg syndrom symtpom begin earlier even tri take medic sooner take symptom set much less effect take longer work realli unfortun effect medic"
